district_id,age_bin_id,gender_id,as_of_date_id,count
20,1,1,116,560
0,2,0,116,1883
0,2,1,116,1966
1,2,0,116,1520
1,2,1,116,1560
2,2,0,116,442
2,2,1,116,410
3,2,0,116,1010
3,2,1,116,1043
4,2,0,116,782
4,2,1,116,816
5,2,0,116,1187
5,2,1,116,1234
6,2,0,116,1210
6,2,1,116,1295
7,2,0,116,1115
7,2,1,116,1173
8,2,0,116,1592
8,2,1,116,1713
9,2,0,116,443
9,2,1,116,441
10,2,0,116,2201
10,2,1,116,2225
11,2,0,116,1296
11,2,1,116,1347
12,2,0,116,519
12,2,1,116,523
13,2,0,116,1004
13,2,1,116,993
14,2,0,116,2365
14,2,1,116,2398
15,2,0,116,583
15,2,1,116,581
16,2,0,116,487
16,2,1,116,471
17,2,0,116,977
17,2,1,116,1047
18,2,0,116,429
18,2,1,116,528
19,2,0,116,1578
19,2,1,116,1579
20,2,0,116,705
20,2,1,116,709
0,3,0,116,4290
0,3,1,116,4387
1,3,0,116,3621
1,3,1,116,3580
2,3,0,116,933
2,3,1,116,1076
3,3,0,116,2286
3,3,1,116,2242
4,3,0,116,2262
4,3,1,116,2320
5,3,0,116,3293
5,3,1,116,3112
6,3,0,116,3859
6,3,1,116,4350
7,3,0,116,3194
7,3,1,116,4485
8,3,0,116,4125
8,3,1,116,4524
9,3,0,116,1082
9,3,1,116,1324
10,3,0,116,4573
10,3,1,116,4178
11,3,0,116,4037
11,3,1,116,3655
12,3,0,116,1231
12,3,1,116,1343
13,3,0,116,2584
13,3,1,116,2811
14,3,0,116,6043
14,3,1,116,6016
15,3,0,116,2012
15,3,1,116,2127
16,3,0,116,1343
16,3,1,116,1371
17,3,0,116,2498
17,3,1,116,3005
18,3,0,116,2223
18,3,1,116,2204
19,3,0,116,4588
19,3,1,116,4356
20,3,0,116,1268
20,3,1,116,1272
0,4,0,116,9173
0,4,1,116,8348
1,4,0,116,8826
1,4,1,116,7209
2,4,0,116,2534
2,4,1,116,2201
3,4,0,116,5826
3,4,1,116,4704
4,4,0,116,5273
4,4,1,116,4329
5,4,0,116,6802
5,4,1,116,6083
6,4,0,116,7010
6,4,1,116,7872
7,4,0,116,7611
7,4,1,116,8750
8,4,0,116,9160
8,4,1,116,9569
9,4,0,116,2133
9,4,1,116,3139
10,4,0,116,9585
10,4,1,116,8135
11,4,0,116,6854
11,4,1,116,5807
12,4,0,116,2736
12,4,1,116,2574
13,4,0,116,5340
13,4,1,116,5817
14,4,0,116,11841
14,4,1,116,11784
15,4,0,116,4742
15,4,1,116,4051
16,4,0,116,2866
16,4,1,116,2392
17,4,0,116,6062
17,4,1,116,5776
18,4,0,116,3553
18,4,1,116,3182
19,4,0,116,9880
19,4,1,116,7959
20,4,0,116,3077
20,4,1,116,2652
0,5,0,116,4699
0,5,1,116,2387
1,5,0,116,4078
1,5,1,116,2332
2,5,0,116,1296
2,5,1,116,630
3,5,0,116,3999
3,5,1,116,2164
4,5,0,116,4592
4,5,1,116,1825
5,5,0,116,4285
5,5,1,116,1953
6,5,0,116,2934
6,5,1,116,1528
7,5,0,116,3507
7,5,1,116,1672
8,5,0,116,3787
8,5,1,116,1936
9,5,0,116,759
9,5,1,116,442
10,5,0,116,3271
10,5,1,116,1794
11,5,0,116,1806
11,5,1,116,935
12,5,0,116,1151
12,5,1,116,601
13,5,0,116,1883
13,5,1,116,1085
14,5,0,116,4143
14,5,1,116,2502
15,5,0,116,2567
15,5,1,116,1063
16,5,0,116,2370
16,5,1,116,1045
17,5,0,116,4968
17,5,1,116,2325
18,5,0,116,1734
18,5,1,116,826
19,5,0,116,6256
19,5,1,116,2598
20,5,0,116,1335
20,5,1,116,739
0,0,0,115,1338
0,0,1,115,1388
1,0,0,115,1115
1,0,1,115,1134
2,0,0,115,230
2,0,1,115,259
3,0,0,115,724
3,0,1,115,737
4,0,0,115,615
4,0,1,115,619
5,0,0,115,967
5,0,1,115,1078
6,0,0,115,1056
6,0,1,115,1071
7,0,0,115,804
7,0,1,115,893
8,0,0,115,1425
8,0,1,115,1456
9,0,0,115,337
9,0,1,115,394
10,0,0,115,1665
10,0,1,115,1764
11,0,0,115,1399
11,0,1,115,1465
12,0,0,115,363
12,0,1,115,393
13,0,0,115,782
13,0,1,115,867
14,0,0,115,2054
14,0,1,115,2159
15,0,0,115,457
15,0,1,115,508
16,0,0,115,388
16,0,1,115,356
17,0,0,115,643
17,0,1,115,653
18,0,0,115,510
18,0,1,115,601
19,0,0,115,1274
19,0,1,115,1301
20,0,0,115,458
20,0,1,115,527
0,1,0,115,1303
0,1,1,115,1403
1,1,0,115,1070
1,1,1,115,1109
2,1,0,115,284
2,1,1,115,313
3,1,0,115,730
3,1,1,115,703
4,1,0,115,531
4,1,1,115,579
5,1,0,115,924
5,1,1,115,942
6,1,0,115,925
6,1,1,115,954
7,1,0,115,736
7,1,1,115,866
8,1,0,115,1360
8,1,1,115,1327
9,1,0,115,321
9,1,1,115,311
10,1,0,115,1671
10,1,1,115,1785
11,1,0,115,1089
11,1,1,115,1179
12,1,0,115,338
12,1,1,115,354
13,1,0,115,748
13,1,1,115,756
14,1,0,115,1757
14,1,1,115,1901
15,1,0,115,385
15,1,1,115,430
16,1,0,115,327
16,1,1,115,360
17,1,0,115,644
17,1,1,115,733
18,1,0,115,402
18,1,1,115,375
19,1,0,115,1109
19,1,1,115,1171
20,1,0,115,544
20,1,1,115,566
0,2,0,115,1870
0,2,1,115,1975
1,2,0,115,1527
1,2,1,115,1559
2,2,0,115,444
2,2,1,115,412
3,2,0,115,1012
3,2,1,115,1055
4,2,0,115,781
4,2,1,115,816
5,2,0,115,1195
5,2,1,115,1225
6,2,0,115,1202
6,2,1,115,1292
7,2,0,115,1120
7,2,1,115,1173
8,2,0,115,1605
8,2,1,115,1716
9,2,0,115,436
9,2,1,115,442
10,2,0,115,2184
10,2,1,115,2230
11,2,0,115,1288
11,2,1,115,1333
12,2,0,115,517
12,2,1,115,523
13,2,0,115,1007
13,2,1,115,985
14,2,0,115,2357
14,2,1,115,2387
15,2,0,115,584
15,2,1,115,581
16,2,0,115,485
16,2,1,115,472
17,2,0,115,977
17,2,1,115,1047
18,2,0,115,425
18,2,1,115,533
19,2,0,115,1584
19,2,1,115,1579
20,2,0,115,707
20,2,1,115,715
0,3,0,115,4268
0,3,1,115,4359
1,3,0,115,3611
1,3,1,115,3561
2,3,0,115,935
2,3,1,115,1076
3,3,0,115,2278
3,3,1,115,2232
4,3,0,115,2250
4,3,1,115,2314
5,3,0,115,3251
5,3,1,115,3084
6,3,0,115,3819
6,3,1,115,4282
7,3,0,115,3187
7,3,1,115,4403
8,3,0,115,4077
8,3,1,115,4470
9,3,0,115,1062
9,3,1,115,1297
10,3,0,115,4541
10,3,1,115,4156
11,3,0,115,3997
11,3,1,115,3613
12,3,0,115,1216
12,3,1,115,1317
13,3,0,115,2558
13,3,1,115,2765
14,3,0,115,5962
14,3,1,115,5928
15,3,0,115,1995
15,3,1,115,2098
16,3,0,115,1331
16,3,1,115,1356
17,3,0,115,2488
17,3,1,115,2953
18,3,0,115,2158
18,3,1,115,2147
19,3,0,115,4541
19,3,1,115,4342
20,3,0,115,1255
20,3,1,115,1254
0,4,0,115,9174
0,4,1,115,8317
1,4,0,115,8850
1,4,1,115,7235
2,4,0,115,2535
2,4,1,115,2257
3,4,0,115,5850
3,4,1,115,4727
4,4,0,115,5285
4,4,1,115,4332
5,4,0,115,6816
5,4,1,115,6091
6,4,0,115,7012
6,4,1,115,7871
7,4,0,115,7593
7,4,1,115,8693
8,4,0,115,9153
8,4,1,115,9533
9,4,0,115,2120
9,4,1,115,3136
10,4,0,115,9589
10,4,1,115,8120
11,4,0,115,6824
11,4,1,115,5783
12,4,0,115,2741
12,4,1,115,2558
13,4,0,115,5332
13,4,1,115,5783
14,4,0,115,11805
14,4,1,115,11750
15,4,0,115,4749
15,4,1,115,4044
16,4,0,115,2873
16,4,1,115,2385
17,4,0,115,6066
17,4,1,115,5744
18,4,0,115,3553
18,4,1,115,3172
19,4,0,115,9891
19,4,1,115,7983
20,4,0,115,3081
20,4,1,115,2645
0,5,0,115,4702
0,5,1,115,2396
1,5,0,115,4092
1,5,1,115,2336
2,5,0,115,1301
2,5,1,115,632
3,5,0,115,4012
3,5,1,115,2175
4,5,0,115,4609
4,5,1,115,1840
5,5,0,115,4298
5,5,1,115,1966
6,5,0,115,2942
6,5,1,115,1545
7,5,0,115,3531
7,5,1,115,1677
8,5,0,115,3811
8,5,1,115,1956
9,5,0,115,766
9,5,1,115,441
10,5,0,115,3275
10,5,1,115,1797
11,5,0,115,1799
11,5,1,115,937
12,5,0,115,1164
12,5,1,115,603
13,5,0,115,1896
13,5,1,115,1088
14,5,0,115,4158
14,5,1,115,2504
15,5,0,115,2586
15,5,1,115,1073
16,5,0,115,2378
16,5,1,115,1056
17,5,0,115,4983
17,5,1,115,2338
18,5,0,115,1743
18,5,1,115,837
19,5,0,115,6277
19,5,1,115,2620
20,5,0,115,1342
20,5,1,115,744
0,0,0,114,1317
0,0,1,114,1364
1,0,0,114,1105
1,0,1,114,1136
2,0,0,114,227
2,0,1,114,255
3,0,0,114,717
3,0,1,114,739
4,0,0,114,602
4,0,1,114,607
5,0,0,114,956
5,0,1,114,1065
6,0,0,114,1048
6,0,1,114,1059
7,0,0,114,801
7,0,1,114,861
8,0,0,114,1403
8,0,1,114,1418
9,0,0,114,326
9,0,1,114,381
10,0,0,114,1625
10,0,1,114,1744
11,0,0,114,1367
11,0,1,114,1446
12,0,0,114,353
12,0,1,114,385
13,0,0,114,767
13,0,1,114,849
14,0,0,114,1994
14,0,1,114,2103
15,0,0,114,445
15,0,1,114,507
16,0,0,114,380
16,0,1,114,357
17,0,0,114,642
17,0,1,114,640
18,0,0,114,494
18,0,1,114,593
19,0,0,114,1260
19,0,1,114,1276
20,0,0,114,454
20,0,1,114,518
0,1,0,114,1304
0,1,1,114,1397
1,1,0,114,1083
1,1,1,114,1118
2,1,0,114,287
2,1,1,114,314
3,1,0,114,739
3,1,1,114,698
4,1,0,114,532
4,1,1,114,581
5,1,0,114,924
5,1,1,114,945
6,1,0,114,923
6,1,1,114,957
7,1,0,114,728
7,1,1,114,860
8,1,0,114,1350
8,1,1,114,1318
9,1,0,114,322
9,1,1,114,309
10,1,0,114,1670
10,1,1,114,1772
11,1,0,114,1086
11,1,1,114,1171
12,1,0,114,342
12,1,1,114,355
13,1,0,114,749
13,1,1,114,761
14,1,0,114,1738
14,1,1,114,1890
15,1,0,114,386
15,1,1,114,436
16,1,0,114,326
16,1,1,114,358
17,1,0,114,651
17,1,1,114,746
18,1,0,114,400
18,1,1,114,370
19,1,0,114,1107
19,1,1,114,1167
20,1,0,114,543
20,1,1,114,562
0,2,0,114,1860
0,2,1,114,1977
1,2,0,114,1534
1,2,1,114,1570
2,2,0,114,443
2,2,1,114,413
3,2,0,114,1023
3,2,1,114,1069
4,2,0,114,782
4,2,1,114,808
5,2,0,114,1193
5,2,1,114,1223
6,2,0,114,1212
6,2,1,114,1301
7,2,0,114,1113
7,2,1,114,1157
8,2,0,114,1597
8,2,1,114,1712
9,2,0,114,430
9,2,1,114,441
10,2,0,114,2191
10,2,1,114,2229
11,2,0,114,1283
11,2,1,114,1334
12,2,0,114,517
12,2,1,114,525
13,2,0,114,1011
13,2,1,114,988
14,2,0,114,2320
14,2,1,114,2358
15,2,0,114,591
15,2,1,114,584
16,2,0,114,479
16,2,1,114,470
17,2,0,114,981
17,2,1,114,1048
18,2,0,114,428
18,2,1,114,542
19,2,0,114,1590
19,2,1,114,1584
20,2,0,114,717
20,2,1,114,716
0,3,0,114,4257
0,3,1,114,4325
1,3,0,114,3609
1,3,1,114,3568
2,3,0,114,940
2,3,1,114,1075
3,3,0,114,2299
3,3,1,114,2248
4,3,0,114,2242
4,3,1,114,2307
5,3,0,114,3247
5,3,1,114,3077
6,3,0,114,3756
6,3,1,114,4212
7,3,0,114,3167
7,3,1,114,4279
8,3,0,114,4044
8,3,1,114,4425
9,3,0,114,1045
9,3,1,114,1272
10,3,0,114,4486
10,3,1,114,4087
11,3,0,114,3938
11,3,1,114,3558
12,3,0,114,1205
12,3,1,114,1299
13,3,0,114,2516
13,3,1,114,2670
14,3,0,114,5837
14,3,1,114,5792
15,3,0,114,1976
15,3,1,114,2063
16,3,0,114,1332
16,3,1,114,1355
17,3,0,114,2492
17,3,1,114,2921
18,3,0,114,2115
18,3,1,114,2089
19,3,0,114,4477
19,3,1,114,4287
20,3,0,114,1249
20,3,1,114,1251
0,4,0,114,9175
0,4,1,114,8301
1,4,0,114,8889
1,4,1,114,7254
2,4,0,114,2534
2,4,1,114,2261
3,4,0,114,5883
3,4,1,114,4748
4,4,0,114,5308
4,4,1,114,4358
5,4,0,114,6831
5,4,1,114,6084
6,4,0,114,7037
6,4,1,114,7846
7,4,0,114,7584
7,4,1,114,8557
8,4,0,114,9117
8,4,1,114,9435
9,4,0,114,2108
9,4,1,114,3117
10,4,0,114,9576
10,4,1,114,8107
11,4,0,114,6795
11,4,1,114,5741
12,4,0,114,2740
12,4,1,114,2552
13,4,0,114,5338
13,4,1,114,5733
14,4,0,114,11678
14,4,1,114,11644
15,4,0,114,4749
15,4,1,114,4026
16,4,0,114,2866
16,4,1,114,2394
17,4,0,114,6096
17,4,1,114,5729
18,4,0,114,3540
18,4,1,114,3160
19,4,0,114,9876
19,4,1,114,7987
20,4,0,114,3089
20,4,1,114,2679
0,5,0,114,4717
0,5,1,114,2404
1,5,0,114,4091
1,5,1,114,2347
2,5,0,114,1308
2,5,1,114,636
3,5,0,114,4033
3,5,1,114,2201
4,5,0,114,4630
4,5,1,114,1854
5,5,0,114,4313
5,5,1,114,1979
6,5,0,114,2961
6,5,1,114,1552
7,5,0,114,3542
7,5,1,114,1688
8,5,0,114,3823
8,5,1,114,1962
9,5,0,114,766
9,5,1,114,443
10,5,0,114,3281
10,5,1,114,1813
11,5,0,114,1799
11,5,1,114,936
12,5,0,114,1162
12,5,1,114,605
13,5,0,114,1910
13,5,1,114,1106
14,5,0,114,4148
14,5,1,114,2507
15,5,0,114,2601
15,5,1,114,1086
16,5,0,114,2391
16,5,1,114,1063
17,5,0,114,5004
17,5,1,114,2357
18,5,0,114,1747
18,5,1,114,838
19,5,0,114,6317
19,5,1,114,2636
20,5,0,114,1344
20,5,1,114,749
0,0,0,113,1289
0,0,1,113,1344
1,0,0,113,1090
1,0,1,113,1129
2,0,0,113,226
2,0,1,113,250
3,0,0,113,712
3,0,1,113,732
4,0,0,113,600
4,0,1,113,607
5,0,0,113,943
5,0,1,113,1045
6,0,0,113,1026
6,0,1,113,1043
7,0,0,113,787
7,0,1,113,842
8,0,0,113,1382
8,0,1,113,1398
9,0,0,113,316
9,0,1,113,372
10,0,0,113,1595
10,0,1,113,1713
11,0,0,113,1330
11,0,1,113,1421
12,0,0,113,348
12,0,1,113,373
13,0,0,113,768
13,0,1,113,838
14,0,0,113,1960
14,0,1,113,2063
15,0,0,113,444
15,0,1,113,496
16,0,0,113,377
16,0,1,113,354
17,0,0,113,635
17,0,1,113,636
18,0,0,113,480
18,0,1,113,575
19,0,0,113,1233
19,0,1,113,1263
20,0,0,113,451
20,0,1,113,512
0,1,0,113,1303
0,1,1,113,1392
1,1,0,113,1082
1,1,1,113,1112
2,1,0,113,289
2,1,1,113,318
3,1,0,113,736
3,1,1,113,701
4,1,0,113,531
4,1,1,113,584
5,1,0,113,923
5,1,1,113,943
6,1,0,113,914
6,1,1,113,955
7,1,0,113,726
7,1,1,113,856
8,1,0,113,1351
8,1,1,113,1313
9,1,0,113,322
9,1,1,113,312
10,1,0,113,1659
10,1,1,113,1775
11,1,0,113,1081
11,1,1,113,1166
12,1,0,113,339
12,1,1,113,354
13,1,0,113,740
13,1,1,113,765
14,1,0,113,1738
14,1,1,113,1885
15,1,0,113,385
15,1,1,113,435
16,1,0,113,327
16,1,1,113,360
17,1,0,113,654
17,1,1,113,751
18,1,0,113,396
18,1,1,113,375
19,1,0,113,1112
19,1,1,113,1170
20,1,0,113,539
20,1,1,113,563
0,2,0,113,1853
0,2,1,113,1978
1,2,0,113,1532
1,2,1,113,1570
2,2,0,113,443
2,2,1,113,415
3,2,0,113,1028
3,2,1,113,1070
4,2,0,113,785
4,2,1,113,813
5,2,0,113,1189
5,2,1,113,1228
6,2,0,113,1212
6,2,1,113,1291
7,2,0,113,1115
7,2,1,113,1157
8,2,0,113,1592
8,2,1,113,1709
9,2,0,113,428
9,2,1,113,439
10,2,0,113,2188
10,2,1,113,2218
11,2,0,113,1272
11,2,1,113,1327
12,2,0,113,518
12,2,1,113,528
13,2,0,113,1005
13,2,1,113,992
14,2,0,113,2321
14,2,1,113,2370
15,2,0,113,594
15,2,1,113,585
16,2,0,113,481
16,2,1,113,471
17,2,0,113,982
17,2,1,113,1050
18,2,0,113,429
18,2,1,113,544
19,2,0,113,1600
19,2,1,113,1589
20,2,0,113,716
20,2,1,113,717
0,3,0,113,4234
0,3,1,113,4295
1,3,0,113,3607
1,3,1,113,3556
2,3,0,113,944
2,3,1,113,1076
3,3,0,113,2301
3,3,1,113,2233
4,3,0,113,2222
4,3,1,113,2297
5,3,0,113,3230
5,3,1,113,3069
6,3,0,113,3708
6,3,1,113,4152
7,3,0,113,3172
7,3,1,113,4210
8,3,0,113,4016
8,3,1,113,4364
9,3,0,113,1035
9,3,1,113,1249
10,3,0,113,4483
10,3,1,113,4069
11,3,0,113,3900
11,3,1,113,3532
12,3,0,113,1197
12,3,1,113,1290
13,3,0,113,2492
13,3,1,113,2622
14,3,0,113,5808
14,3,1,113,5756
15,3,0,113,1973
15,3,1,113,2055
16,3,0,113,1325
16,3,1,113,1346
17,3,0,113,2469
17,3,1,113,2892
18,3,0,113,2101
18,3,1,113,2069
19,3,0,113,4445
19,3,1,113,4258
20,3,0,113,1239
20,3,1,113,1237
0,4,0,113,9165
0,4,1,113,8297
1,4,0,113,8892
1,4,1,113,7267
2,4,0,113,2536
2,4,1,113,2262
3,4,0,113,5884
3,4,1,113,4749
4,4,0,113,5310
4,4,1,113,4354
5,4,0,113,6845
5,4,1,113,6070
6,4,0,113,7018
6,4,1,113,7835
7,4,0,113,7579
7,4,1,113,8465
8,4,0,113,9096
8,4,1,113,9329
9,4,0,113,2108
9,4,1,113,3131
10,4,0,113,9549
10,4,1,113,8110
11,4,0,113,6776
11,4,1,113,5727
12,4,0,113,2747
12,4,1,113,2548
13,4,0,113,5333
13,4,1,113,5654
14,4,0,113,11716
14,4,1,113,11634
15,4,0,113,4758
15,4,1,113,4025
16,4,0,113,2877
16,4,1,113,2405
17,4,0,113,6108
17,4,1,113,5701
18,4,0,113,3543
18,4,1,113,3155
19,4,0,113,9889
19,4,1,113,7967
20,4,0,113,3091
20,4,1,113,2679
0,5,0,113,4730
0,5,1,113,2408
1,5,0,113,4097
1,5,1,113,2360
2,5,0,113,1310
2,5,1,113,639
3,5,0,113,4044
3,5,1,113,2211
4,5,0,113,4648
4,5,1,113,1863
5,5,0,113,4332
5,5,1,113,1992
6,5,0,113,2969
6,5,1,113,1556
7,5,0,113,3565
7,5,1,113,1699
8,5,0,113,3832
8,5,1,113,1970
9,5,0,113,765
9,5,1,113,451
10,5,0,113,3291
10,5,1,113,1815
11,5,0,113,1797
11,5,1,113,937
12,5,0,113,1166
12,5,1,113,607
13,5,0,113,1927
13,5,1,113,1113
14,5,0,113,4157
14,5,1,113,2518
15,5,0,113,2616
15,5,1,113,1094
16,5,0,113,2399
16,5,1,113,1071
17,5,0,113,5014
17,5,1,113,2360
18,5,0,113,1759
18,5,1,113,845
19,5,0,113,6346
19,5,1,113,2650
20,5,0,113,1349
20,5,1,113,753
0,0,0,112,1282
0,0,1,112,1329
1,0,0,112,1074
1,0,1,112,1116
2,0,0,112,224
2,0,1,112,244
3,0,0,112,711
3,0,1,112,724
4,0,0,112,585
4,0,1,112,600
5,0,0,112,937
5,0,1,112,1027
6,0,0,112,1014
6,0,1,112,1036
7,0,0,112,773
7,0,1,112,827
8,0,0,112,1353
8,0,1,112,1370
9,0,0,112,316
9,0,1,112,361
10,0,0,112,1573
10,0,1,112,1691
11,0,0,112,1308
11,0,1,112,1406
12,0,0,112,340
12,0,1,112,363
13,0,0,112,752
13,0,1,112,825
14,0,0,112,1933
14,0,1,112,2027
15,0,0,112,430
15,0,1,112,482
16,0,0,112,375
16,0,1,112,348
17,0,0,112,625
17,0,1,112,626
18,0,0,112,474
18,0,1,112,555
19,0,0,112,1216
19,0,1,112,1237
20,0,0,112,446
20,0,1,112,494
0,1,0,112,1306
0,1,1,112,1395
1,1,0,112,1078
1,1,1,112,1112
